titles,category
크렘린궁  우크라 정권 교체  특수군사작전 목표 아냐 ,World
우크라  러시아에 평화협상   대 조건 제시    러 수용 가능성 낮아 ,World
 뉴스메이커  달 무인 비행  오리온   달 상공      최근접 비행 성공,World
 자막뉴스  미국의 당부에도   노골적인 중국의  북한 지키기 ,World
중 러에 막힌 안보리  북      대응  무산,World
카타르의 불만 폭주  컨테이너 숙박시설  알고보니  메이드 인 차이나 ,World
나사  오리온  캡슐    년 만에 달 궤도 도달 달 표면에서     ,World
 줌인  침체기 부동산 시장에  돈 풀라  은행 압박하는   당국,World
헤르손 철군 결정내린 러 사령관  해명압박 심화 또 교체되나,World
 영상  홍콩 행정수반  코로나 확진  바로 옆 시진핑은 ,World
베이징 코로나 하루 확진     여명  상황  가장 복잡하고 심각 ,World
나토 방공망 불안감에 독일  폴란드에 방공 시스템 지원,World
    뒤덮은    제로코로나  방역 현실  우린 다른 세계에 살고 있나 ,World
기시다  퇴진 압박에 개각 카드  만지작  내년  월 정기국회 전 단행할 듯,World
골드만삭스   년내  배터리 사라지고    와   가     차지 ,World
 파산 선고  한국    다롄  중국 석유화학 대기업이 인수했다,World
캐나다  이민 많이 받자   퀘벡  불어 모르면 못 받아 ,World
미중 정상회담 후에도   감싼 중국 핵실험 저지 영향력 난망 ,World
 년 투자수익률           만원     만원  쪽박난 비트코인,World
세계 대란 와중에    카타르서 가스 얻었다    년 최장기 계약 ,World
미  빈살만 면책 에 사우디 화답  오펙     만배럴 증산 추진,World
       러시아 원유 제재 앞두고 증산설 모락모락 국제유가 하락,World
코로나   감염자 폭증에 중국 베이징 다시 준봉쇄 상황 일일 감염자     명 육박,World
 춤출 때 훔쳐간 듯  월드컵 생방 중 가방 털린 아르헨 기자,World
워런 버핏의 버크셔     대 종합상사 지분 추가 매입,World
우크라 헤르손 주민들  해방 열흘 만에 다시 짐 싼다  겨울 피난 ,World
 제로코로나 차르  재등장   갈팡질팡 방역에 감염 피로 급증,World
러  우크라 의료 시설 공격         수백만명 위험 ,World
이란 대표팀  월드컵 경기 전 국가 연주에 침묵한 이유,World
러시아 제재에 잇따라  구멍      각국에 사절 보내 압박,World
카타르     선점한 중국 유럽국들도 가스 확보 경쟁,World
 인태사령부에 미사일방어 전담부대 창설        발사 위협 대응,World
 뉴스속 인물  밥 아이거가 돌아왔다   디즈니 황금기  이끈 전설의    ,World
주중 한국대사관 앞에 등장한 번호판        의 정체는,World
전직     부의장  파월  금리 많이 올리지 못할 비둘기파 ,World
추수감사절   항공 이동  년래 최고 비행기값     ,World
       발사  인태사령부에 미사일방어 전담부대 창설,World
소니 플레이스테이션  콘솔게임 최대시장  서  박스에  위 내줘,World
중 러  미국 탓 에 안보리       논의 또  빈 손 ,World
 유로마이단 혁명  기념일에 헤르손서 주민 대피작전,World
 언론  해리스 필리핀 방문  남중국해 대만해협 갈등 부채질 ,World
장제스 증손자  타이베이 시장 선두 당선시 국민당 힘 받을 듯,World
 코로나 확진자는 투표 금지   대만 지방선거 논란,World
대만 지방선거     차이잉원 고전 예상   이슈 안통했나,World
   부동산 기업 주택 구매자에 돈 풀라 ,World
바이든의 추수감사절 칠면조 사면식  선거부정 없었다 농담도 영상 ,World
            등 동맹국에 대러제재 준수 압박 ,World
 철도노조  주내 파업하나 최대 노조 노동 협약 거부,World
           최대   만 배럴 석유 증산 논의  사우디는 부인,World
           하루 최대   만 배럴 증산 검토  사우디  사실무근 ,World
 이란  드론 설계도 부품 러로 이전 시작 수천 대 생산 목표 ,World
튀르키예 쿠르드 긴장 격화에   우려 국경서  명 또 숨져 종합 보 ,World
독일  우크라 국경 폴란드에 패트리어트 배치  미사일 피격  의식,World
아마존  고객 충성도 갈수록 약화  소비자 불만 늘어 ,World
 러시아  헤르손 점령때 쓰레기매립장서 자국군 시신 소각 ,World
 비만  결코 개인 책임 아냐  전세계 과학자들 일성,World
중국  카타르와 사상 최장 최대     수입 계약 치열해지는 에너지안보 경쟁,World
에스토니아 대외정보국장  러시아 무시하기엔 이르다 ,World
           랭킹   위      위 월드컵 대결에 전세계가 주목하는 이유,World
 통가 화산폭발로 올림픽수영장    만개 규모 물질 이동 ,World
   외교압박      자산몰수    러 제재 총공세,World
바이든 시진핑 돌아서자마자    남중국해 신경전,World
 정국 덕에 카타르 거리가 빛났다    언론이 전한 중동의 아미,World
 밥 아이거의 귀환    디즈니 주가 급등 화답,World
   미중 정상회담 앞두고 백채널 가동 현지에 대표단 파견,World
연준 인사  기준금리 수준보다 긴축 효과 훨씬 커    금리 상응 ,World
테슬라 폭락  머스크 재산  년간     억 달러    조원  증발,World
 영상   러 저항  유로마이단 혁명  주년 젤렌스키  승리의 날 축하하게 될 것   나우 어스 ,World
     창업자    애리조나에  나노 공장도 건설 ,World
 월드컵   브라질  결승 불가 메시 꺾고 우승은 프랑스  충격 예언,World
골드만삭스  한국    배터리 시장점유율  년내    로 ,World
  기업 직원 연봉 극과 극,World
 영하   도의 혹독한 우크라 겨울  수백만명 목숨 위태 ,World
 지구촌 더뉴스  팔지 못한 맥주는 월드컵 우승국에게,World
 대러 제재 구멍 메워라     동맹국들 은밀히 압박 중,World
 트위터 인수 가 독 됐나  머스크  올해만 자산    조원 사라져,World
 지구촌 돋보기  전세는 불리 경제는 위기 푸틴  전쟁 끝낼까 ,World
    억 예상  티라노 화석 경매  돌연 취소된 까닭은,World
우크라  인프라 시설 파괴된 헤르손 미콜라이우 주민들에 대피 권고  뉴시스    ,World
     창업자  미국 애리조나에  나노 공장도 건설 ,World
  코로나 신규     명 총   만   명   반년 만에 사흘간  명 숨져,World
        등 동맹국에 대러제재 준수 압박 대러수출 회복세 우려 ,World
홍콩            제치고  대 무기 수출국  폴란드 무기 구입 급증 덕,World
우크라가 되찾은 헤르손  파괴된 인프라에 혹독한 겨울 생명 위협,World
 제로 코로나  비틀   하루 확진  만    명  최악 치닫는다 상보 ,World
 카메라 앞에서도 당했다  월드컵 생방 중 가방 털린 여기자  황당 ,World
    모처럼 웃었다   안정환 김성주 잉글랜드전 시청률  위,World
우크라전    일  헤르손  킨부른 반도 상륙 러군  집중 포격 계속 종합 ,World
샌프란 연은  연준의 긴축보다  금융시장 긴축 정도가 더 커 ,World
    기업 대거 해고에 인도계 발칵 일자리 못 구하면 귀국 위기,World
젤렌스키  러 저항 혁명  주년 맞아  우리가 결국 승리할 것 ,World
   돈 풀어 부동산부터 살려라  은행들에   개 조치 후속 주문,World
우크라  혹독한 겨울 앞두고 헤르손 주민 대피      수백만 목숨 위험 ,World
유엔 안보리 또  빈손   북한 감싼 중국 러시아,World
 반세기만에 다시       아르테미스  오리온   달 상공       근접 비행,World
 세계는 지금   좌충우돌  머스크  테슬라 트위터는 머스크 리스크,World
 왕이 돌아왔다  밥 아이거 복귀에 디즈니 주가      상승,World
 스크루지 된 미국인들   추수감사절 만찬값   년래 최고  성탄 선물 기부도 인색,World
 코로나  최악  근접하자  국제유가   달러 아래  휘청 ,World
 시진핑 광폭외교 돋보인          정상회의     ,World
외신   에 불리한 보도 시 다음 타깃 명확한 신호 ,World
우크라  헤르손 등서 민간인 대피      생명 위협하는 겨울 ,World
스페인 여행 러시아인  배 급증 점차 풀어지는 대러 제재 네트워크,World
    파산 후폭풍 골든스테이트 커리까지 피소,World
북한이      쏘아올리자   인태 우주군사령부 가동한다,World
   오리온  캡슐  아폴로 이후   년 만에 달 궤도 도착,World
또 커진  물류대란 우려 철도노조  파업 가능성,World
 여기는 남미  페루 영토 일부를 볼리비아에  탄핵 위기 몰린 페루 대통령,World
우크라이나   혹독한 겨울  대비해 남부 지역 민간인 대피 추진,World
카타르   에 매년        만톤씩   년간 수출 계약 세계 최장기,World
  잇단      발사 속  인태사령부에 미사일방어 전담부대 창설,World
트럼프 추종자들의  줄낙마   세대 유권자들이 주도했다,World
     에너지난 혹한에   우크라 수백만명 생명 위협 ,World
세르비아 코소보     중재에도  차량번호판  분쟁 합의 실패,World
 시카고 공항  국내선 국제선 한 터미널에서 신청사 짓는다,World
  해리스 필리핀 방문 대만 인근에 미군기지 추가 마련 협의 주목,World
  억 돌파한 세계인구      억 정점은  아프리카 서 채울듯,World
디즈니 아이거    가 돌아왔다  주가       정책 바뀔까 종합 ,World
일본 신형 이지스함  척  탄도미사일 요격 성공,World
 불의 고리  인도네시아 또 지진  사망    명 넘어  월드클라스,World
  잇단      발사 속  인태사령부에 미사일방어 전담부대 창설,World
 서   세 운전자가  노 브레이크 로 보행자 치고 차량  대 충돌  명 사상,World
공전만 계속 거부권 남용에 무력화된 안보리,World
예멘의 유조선 터미널에 후티반군 무인기 공격,World
강달러 퇴조 달러지수   하락    년만에   최대 낙폭 ,World
우크라  서방의 러시아와 협상 압력은 항복 요구 기괴하다 ,World
크렘린 대변인   차  동원령 없다    러 야당  영장 보내는 중 ,World
  코로나 창궐에   전기차  일제히 폭락   테슬라       ,World
예상 낙찰가    억 티라노 화석 경매 취소 이유는 ,World
  코로나 창궐에 전세계 증시 출렁   이달 수출         직격탄 ,World
조 바이든  사면된 칠면조에  할 말이 있나    뉴시스    ,World
오바마   상원 확실과반 승부처  조지아 결선투표 지원,World
 법원 제동에 출판공룡 탄생 무산 펭귄 사이먼  조 계약 폐기,World
클리브랜드 연은 총재    월 금리       인상 지지 시사,World
우크라  어렵게 수복한 헤르손서 주민 대피령 내린 이유는,World
     올 겨울 우크라이나 수백만명 생명 위협 ,World
배런스  테슬라 주가    달러까지 떨어질 수도 ,World
돌아온 디즈니     밥 아이거의 최종 임무  더이상 내가 필요없다  증명,World
 전설의      아이거가 돌아왔다 디즈니 주가    급등  딥다이브 ,World
 줌인    도 못 말린 발칸 앙숙 코소보 세르비아의   번호판 갈등 ,World
 북한      논의  안보리  중 러 반대로 또  빈 손  종료,World
 매체  한반도 긴장 고조   압박 커진 탓 일방적 제재 가하면 안돼 ,World
우크라  겨울 앞두고 헤르손 주민 대피      수백만 목숨 위험 ,World
   미중 정상회담 앞두고 뉴욕에  반관반민  대표단 파견,World
시 주석 쫑 서기장 만남의 의미 가깝고도 먼 아세안    ,World
우크라  연말 크림반도 진격  내년 봄 종전 가능 ,World
 영상  인니 강진으로 사망자 최소    명 부상 수백명  나우 어스 ,World
 공화당 잠룡  디샌티스  트럼프와 지지율 격차  ,World
  필리핀 안보협력 재확인 루손에 새 미군기지 들어서나 종합 ,World
콜롬비아 정부와 최대 게릴라단체       평화협상 재개,World
유엔 안보리   도발 논의 또   성과 로      러  북한 도발 허용 ,World
국제유가    코로나 확산 산유국 증산설에   달러 아래까지 하락,World
맨해튼 검찰  트럼프 기소하나  성추문 입막음  다시 조준,World
사우디          월 증산설 부인  추가 감산 필요시 언제든 개입 ,World
 특파원 리포트   본선 못나갔지만  중국은 왜 월드컵에 관심이 많을까 ,World
뉴욕증시    봉쇄 확대 우려에 하락 마감 나스닥       ,World
 코로나 창궐  세계 증시 하락 유가 장중     종합 ,World
케인 막으려다 이란 골키퍼  코출혈 뇌진탕으로 교체 포착 ,World
이라크  이란의 국내 쿠르드자치구 폭격 맹비난,World
바이든  취임 후 두번째 칠면조 사면 선거사기 주장 반박하기도,World
바이든  칠면조  초콜릿 과  칩  사면하며 명절 시즌 시작 알려,World
 번호판 갈등  세르비아 코소보  절충안 합의 무산,World
테슬라    루시드    니콜라     전기차 일제 폭락 종합 ,World
  시민권 박탈된     신부    미성년 인신매매    성적 좋은   세가    몰랐을 리 없어,World
  코로나 창궐  대규모 리콜  테슬라    폭락 상보 ,World
 거부권 에 손발 묶인 안보리  또 성과 없이 종료    의장 성명이라도 ,World
북 대변한 중 러 유엔 안보리 회의   번째 빈 손 종료,World
우크라전    일  자포리자 원전 포격 책임 공방 핵사고 우려 지속,World
안보리 또 빈손 미   제재 아닌 의장성명 추진 ,World
  년 만에 해고될 줄이야   꿈의 직장  빅테크  배신의 계절  심층기획 ,World
폐쇄된 출입문 위로 철조망  코로나 확산에 베이징 다시 봉쇄  르포 ,World
미 합참  러 우크라 평화협상  띄우기 전망은 안갯속,World
카타르 월드컵 준비하느라 이주노동자      명 죽었다  사실은   ,World
 연인과 애정 표현 과했다가는    카타르 월드컵  이모저모,World
안보리서 또   엄호한 중 러         분열 틈타 핵개발 ,World
 차량 번호판 갈등  세르비아 코소보     중재도 무산 긴장 최고조,World
     붕괴  여파 커지나 가상화폐 가격 코인베이스 주가 하락,World
러  후퇴 명령한 수로비킨 총사령관  러시아 내부서 해명 압박 거세져,World
  미사일 안보리   서방   중러  이견 속  빈 손  종료,World
바이든  칠면조 사면하며  부정투표 없었다   선거사기 에 일갈,World
 뉴욕유가    코로나 확산 산유국 증산설에   달러 밑으로,World
 가짜뉴스 의회 난입 총기 난사 인플레  답 없는 낡은 정치 답답 ,World
푸틴  눈엣가시   카자흐  대통령 재집권,World
카자흐 현 대통령  재집권 러와 멀어지고 친중 친서방 외교행보,World
달 무인 비행  오리온  캡슐  달 상공      최근접 비행 성공,World
 유일한 레드웨이브는    바이든  칠면조 사면식서 공화당 비꼬기,World
황준국 대사   의 유엔 무시 개탄  안보리  빈손 종료  종합 ,World
프랑스  우크라 전쟁 직격탄 맞은 몰도바에  억유로 지원,World
러중  미국 욕망 때문에   문제 생겨  안보리 또 빈손,World
왕복    분 거리가     분 걸렸다   지속가능한  고통의 여행기,World
  도발은 대담해지는데   러  비토권남용 에 꽉 막힌 안보리,World
중앙은  완화  지방은  봉쇄   혼선 커지는   방역,World
카자흐 토카예프 현 대통령     득표로 재집권,World
베이징 확진  한달새   명    명  자고 나니 아파트 봉쇄돼 ,World
 번호판 갈등  세르비아 코소보  절충안 합의 무산 긴장 최고조 종합 ,World
황준국 대사  유엔 회원국  의 안보리 무시  개탄스럽다 ,World
오리온  발사  일 만에 달 최근접    지구에서 가장 먼 곳까지 항해 ,World
안보리서  대응 도돌이표 대치  중러 비토권 남용        근시안  종합 ,World
안보리        논의 성과 없이 종료    의장성명 제안할 것  종합 보 ,World
 유엔대사  안보리  회의서 중 러 겨냥  비토권 남용 ,World
손흥민도 쏙 빼더니  북한  월드컵 소식 전하며     정국 무대 언급 안해,World
러  철수한 헤르손 우크라 민간인 고문하던 장소  곳 발견,World
일본 마야급 이지스함  척  탄도미사일 요격      미사일 발사   한국은 ,World
위기의 디즈니   년 전 은퇴    세 밥 아이거 를 다시    로,World
튀르키예 국경 로켓 공습에 최소  명 사망  쿠르드 소행  종합 ,World
  세 세계 최고령 초등생    케냐 프리실라 할머니 별세,World
   중재로 세르비아 코소보  어색한 대면  갈등 해법 찾을까,World
 전기 충격기 까지  우크라  러 철수 헤르손서 고문장소  곳 발견 ,World
나토 사무총장   에 주요 공급망 의존하지 않도록 주의해야 ,World
주마 전 남아공 대통령  대법원도  가석방 취소  확정,World
팔순 맞은 바이든   최고령  재선 도전하나,World
우크라  러시아 철수한 헤르손서 고문 장소  곳 발견 ,World
   폴란드에 방공 미사일 지원할 것 ,World
  해리스 부통령  필리핀에 새 미군기지 건설    남중국해서 공격받으면 개입 ,World
독일   피격  폴란드에 방공체계 지원 우크라 접경 배치될듯,World
 역사상 가장 논란 많은 월드컵  개막식  분 틀어준    ,World
우크라  헤르손 탈환에 전세 주도 크름반도도 사정권,World
에르도안   시리아 이라크  거점  쿠르드   소탕하나  대가 치를 것  종합 ,World
 팔순  바이든 대통령 나이는 숫자에 불과 ,World
  부통령  필리핀서   견제  남중국해서 공격받으면 개입  종합 ,World
코로나 확진 홍콩 행정장관      에선 시진핑 옆자리,World
프랑스  우크라이나에 구형 크로탈 대공 미사일  개 포대 제공,World
 시진핑 옆자리  홍콩 행정수반      서 귀국 후 코로나 확진 종합 보 ,World
     우주쓰레기 처리 시장 선점 경쟁,World
젤렌스키  러  우크라 동부에 하루에만    회 포격 ,World
 브렉시트 후 경제사정 엉망    영국  이혼한    손 다시 잡나 ,World
  첫    대 대통령  바이든    여론조사는 재선 도전 우세,World
  코로나 방역 다시  고삐   중앙 지역  동상이몽 ,World
인니 서자바서 규모     지진 재난당국  사망자   명 이상  종합 보 ,World
중국 카타르     조원 규모      공급 계약,World
방역 고삐 다시 죄는 중국 베이징 이어 스자좡 우한 도심 봉쇄 종합 보 ,World
 백신 맞고 대머리 됐다 던   대 여성  년 후 놀라운 변화,World
 뉴있저  보복 공습 나선 튀르키예    기후 재앙 에 피해보상 합의,World
코로나   확진자 급증하는 중국 곳곳에 봉쇄령,World
   카타르서   년간       조원 수입 계약,World
   카타르서 사상 최장 최대 규모     수입    년간   조원 ,World
대만 반도체 대부 모리스 창         서  나노 칩 생산할 것 ,World
이란  이라크 북부 쿠르드 분리독립 조직 재차 공격,World
푸틴 기절 하겠네 우크라 대통령이 내건 평화협상 조건 보니,World
일 해상자위대  신형 이지스함  척 탄도미사일 요격시험 성공 ,World
일주일 만에 또 테러  튀르키예에 미사일  발 낙하   명 숨져,World
   세 생일  바이든    최초   대 대통령,World
  국가전략에       안보에 도전  명시 추진,World
  최초 팔순 대통령 된 바이든  전날 손녀는 백악관서 결혼식도,World
베이징 확진  한달새       명  자고 일어나니 아파트 봉쇄 ,World
     월드컵 개막식   중계 안해  가장 논란 많은 대회 ,World
 글로벌      밥 아이거가 돌아왔다  위기의 디즈니  또 구할 수 있을까,World
  최초   대 대통령 바이든  생일 전날 손녀 결혼식  팔순은 잊어줘 ,World
러 국민  평화협상 지지  과반 넘어 동원령 이후 불안 커져,World
중국  갈등에도 호주산 밀 수입 급증    년만 최대 ,World
     전세는 불리 경제는 위기 푸틴  전쟁 끝낼까 ,World
  전기차 보조금 카드 만지작       무역갈등 첨예,World
       옹호    러 압박       북미 방공체계  손질 나서,World
심상치 않은  불의 고리  러 캄차카 반도 화산  개 동시 폭발,World
결혼 조건  순위는 외모  상대는 매칭앱서 만나는 이 나라,World
아이보다 반려동물 더 많은 나라      년 한국 제치고 꼴찌 ,World
      견제용  필리핀에 새 미군기지 건설,World
  뉴욕주 강타한       폭설 눈 치우다  명 과로사 영상 ,World
아시아 최초 티라노 화석 경매 짝퉁 논란에 결국 무산,World
 서구화 추진  카자흐  러와 거리 유지하며   서방 밀착 외교 가속화,World
방역 풀자 급속히 확산    봉쇄고삐 다시 죈다,World
우크라 자포리자 원전에 또 포격       불장난 하지 말라 ,World
디즈니 위기가  전설  아이거 불러냈다,World
벨기에 러시아산 다이아 수입 여전   제재 대상 포함될까,World
우크라 흑해 곡물수출 연장 세계 식량난 숨통 트이나,World
인플레에 소비   저축       저축액 최대   개월 버틴다 ,World
외국인    증시로 돌아온다고  헤지펀드  단타성 투자  경계론,World
  코로나   신규확진 최고치 근접 도시 곳곳 봉쇄령,World
방역 고삐 다시 죄는 중국 베이징 이어 스자좡 우한 도심 봉쇄 종합 ,World
중국 백신 물백신 인증  방역 수도 베이징에서도 사망자 속출,World
  축구전설     손흥민과 김민재에 감사해야 ,World
카자흐 대선 예비결과 발표 현 대통령     득표로 재집권 종합 ,World
중임 단임제 개혁 카드 통했다 카자흐 대통령 재집권 유력,World
본선 진출은 실패했지만 카타르 월드컵 광고판 점령한 중국 기업,World
  선수 빼고 카타르 월드컵에 모두 갔다 ,World
필리핀 간  해리스  원전 건설  선물하며  방위 약속 지킨다 ,World
일본 새 안보 전략에     안보상 도전  규정 방향,World
우크라   러군 철수   핵안전보장  등 평화협상   대 조건 제시,World
 헤르손 탈환  우크라  크름반도도 사정권 반격에 탄력 붙나,World
 맥주  빠진 카타르 월드컵 버드와이저  우승팀에 몽땅 선물 ,World
 르포 감염자  명 사망에 발칵  유령도시  된 베이징  장사 끝났다 ,World
실적 부진 디즈니      전격 교체    년 장수  밥 아이거 복귀,World
  년 독재 모자라   선 도전 적도기니 독재자     득표 예상,World
일본 신형 이지스함  척 탄도미사일 요격시험 성공 총  척 체제,World
 월드컵 관중  얼마면 되겠니   굴욕  카타르  개막전 관중석  텅텅 ,World
  부통령  필리핀서   견제  남중국해서 공격받으면 개입 ,World
  제치고        바뀌는 글로벌 교역 지도,World
 제발 귀국할 수 있게 해주세요        신부  시민권 박탈 항소,World
 중국 더 때린다    하원 탈환한 미국 공화당  중국특위  설치 예고,World
  중간선거 민주당 선방 바이든 당내 입지 굳혔다,World
     에 속 타기는   도 마찬가지 무역보복  우회할까 ,World
대만 지방선거  친중  국민당 우위   여당 패배땐 차이잉원 정권 타격,World
 사랑해요 조   케이크 촛불 풍선 바이든 조촐한  팔순 잔치 ,World
반격의 우크라 헤르손 탈환에 크림반도도 사정권,World
    안보리  대북 중대 조처를        유엔은   허수아비 ,World
우크라 반격 탄력 붙나 헤르손 탈환에 크림반도도 사정권,World
에이펙에서 시진핑 옆에 앉았던 홍콩 행정장관 코로나 양성,World
중국은 탈락했는데 전 재산 털어 카타르 가는   축구팬들,World
이변 없었다   카자흐 대선서 토카예프 재선      년까지 집권,World
 인플레법 보조금 받자  유럽기업  속속 미국 ,World
  년 독재에 또 집권연장 도전 북한이 상도 줬던 적도기니 대통령,World
우크라   러군 철수 핵안전보장  등 평화협상   대 조건 제시,World
대만      창업자   애리조나 공장서  나노칩도 생산할 것 ,World
연준 비둘기파    기준금리 고점 상단           타당 ,World
  인플레 둔화 신호에 킹달러 제동 달러인덱스 이달    ,World
 월드컵  스포츠 워싱  빅이벤트 점점 권위주의 국가로,World
  코로나 일일 확진  만 육박 중화권 증시 악영향,World
타이베이 시장 선거도 밀린다 대만 대선 전초전 민진당 열세,World
러  하루에만    발 포격하며  버티기  추가 진격 쉽지 않은 우크라,World
 백신 맞고 대머리 됐다 던   대    년 뒤  대반전 ,World
대통령  적정연령 은 바이든 팔순에 미 논쟁 재점화,World
대만 반도체 대부    애리조나에  나노 공장도 짓겠다 ,World
해리스 필리핀 방문한 날 남중국해에 뜬 미상 물체    강제 회수,World
 쌓인 재고 우승국에    맥주 금지 날벼락 맞은 버드와이저,World
달 무인 비행  오리온  오늘 밤 달의 뒷면 상공      근접비행,World
 강대국 관심  카자흐 대선  승자는 현 대통령 이제 탈러 친중 친미 ,World
 바이든 보조금 에 유럽 기업들 이동  보호무역주의 위험한 신호 ,World
 영상   개최국 개막 첫 패배 도 열받는데 에콰도르팬  뇌물  조롱에 카타르팬 발끈  나우 어스 ,World
   폴란드에 패트리어트 지원  방공망 강화 나선 유럽,World
카자흐 대선서 토카예프 재집권 러 거리두며  새로운 카자흐  전망 종합 ,World
 수원 공장서   년  지금은 월세 수익만 한국으로 치면     만원  스리랑카  근황,World
공화당 대선주자들의 과제는  트럼프 차별화 ,World
        개월 만에 돌아온  디즈니 제국의 황제  밥 아이거는 누구 ,World
폴 라이언 전 하원의장  펠로시 자랑할만한 업적 남겨 ,World
 이란  러와 드론 생산 기술이전 협정 드론 폭격 급증 우려 ,World
   해빙모드  찬물  쏟은 매카시  하원에 중국 특위 설치할 것 ,World
  연준 인사  최종 금리 상단         타당 과도한 인상은 경기 후퇴 ,World
디샌티스 등 공화당 유망주들  트럼프와 차별화 주력,World
 시진핑 초밀착  홍콩 행정수반       귀국 후 코로나 확진,World
   폴란드에 패트리엇 유로파이터 전투기 지원,World
카타르 월드컵 개막 흥행 특수 누릴 기업은 따로 있다,World
   외무장관들         발사 규탄   안보리 중대 조치해야 ,World
 영상   맥주금지  뒤통수에 팬 후원사 부글부글,World
우크라 전쟁  과 갈등에 미 유럽 무역 호황 기업은 이탈,World
 중국은 비핵화보다 북한과 우호가 중요 ,World
돌아온 밥 아이거  위기의 디즈니 이끈다,World
장중머우      창업주   애리조나 공장서  나노칩도 생산 ,World
 월드컵  뇌물 노동착취 허언 개막축제 때까지도 손가락질,World
 서 코로나 창궐   제로 코로나  완화 물 건너간 듯 종합  ,World
달러 인덱스 이달    하락  강달러  주춤 ,World
글로벌 항공업계 당국  여객기 조종사   명  명  변경 추진 안전 우려,World
미국 인플레감축법 두고 미    무역 갈등 고조,World
  펀드매니저    가  내년 스태그플레이션 예상 ,World
  러에 뒤쳐질 수 없다    극초음속 미사일 개발 박차,World
자포리자 원전 포탄   여발 공습  아찔  러 우크라 또 책임 공방,World
 카타르 월드컵  카타르 월드컵 개막     정국  한국 가수 최초로 개막식서 열창,World
 중국은 안보상 우려가 아닌 도전    년 만에 대중 전략 바꾸는  ,World
 현대차 스폰서 힘       누리꾼  정국 월드컵 무대 폄하,World
 중동 맹방  사우디와 멀어진    카타르와 밀착 ,World
 판다도 월드컵 갔는데   대표팀은   최대 투자 중국  탈락에 한탄,World
마크롱  러시아  아프리카 약탈 위해 허위 정보 제공  비판,World
   최초   대 대통령  바이든     년  최고령  재선 도전할까,World
월가 전문가들  내년 미국에 스태그플레이션 온다 ,World
 제 형 당뇨  년 지연  첫 치료제  서 승인 약값은  억 넘어,World
    정국 월드컵 공연에   누리꾼  스폰서인 현대차 입김  딴지,World
   억원에 팔릴 뻔했던  티라노 의 반전  진짜 뼈 는 겨우   개,World
 양안 불신 경제 둔화에 중국의 대만인재 유치 노력 퇴색 ,World
 인권 문제  항의차      개막식 중계 안해 축구팬들 거센 항의,World
  수도 베이징 감염자     명 육박 다시 조이는 방역 고삐,World
월가  내년 미국 스태그플레이션 올 것 연착륙 없다 ,World
    에 제대로 물렸다  큰 손 투자자   명  피해금액만  조원,World
코로나 방역 완화 밝혔던 중국  확산세에 도로  제로 코로나   특파원  ,World
완화 열흘만에 최악   코로나   기로에,World
월드컵 개막전 맞아    썰물처럼 떠난 카타르 관중들,World
   남부 최악 가뭄  계속 중국발 미세먼지 비상,World
  코로나 심상찮다 연 이틀 사망자 발생  증시 급락 종합 ,World
금수저만 받으란 말인가    로스쿨 톱   중  곳 순위평가  보이콧 ,World
 친절한 뉴스    첫 중동 월드컵  카타르 이색 숙소 경기장 이면엔 그림자,World
바이든 팔순  노익장 과시  지도자 또 누가 있을까,World
외국인 돌아오는 중국 증시  단타 위주  경계론도 여전  강현우의 중국주식 분석 ,World
일본 중국  저궤도 우주 쓰레기 청소 경쟁 활발,World
유로존 경기  올 겨울 괜찮을 듯  에너지 가격 하락에 날씨 따뜻 ,World
   새 국가안보전략에  중국은 안보상 도전  규정 방향 검토,World
이란 정부  쿠르드족 지역에 군 병력 배치  시민에게 소총 사격 ,World
 기시다  한달새  명 경질  정권 구심력 더 약화   줄타기식 정권 ,World
    대만혜택조치   양안 관계 악화 경기 둔화에 무색 ,World
카자흐 현대통령 재집권에  골치 아픈 푸틴,World
미 구축함 벤폴드호  지난  일 대만해협 통과해,World
  코로나 일일 확진  만 육박  중화권 증시 급락,World
홍콩 행정장관      서 귀국후 코로나 확진 시진핑 괜찮나,World
남북관계가 암울한 시대  희망을 놓지 않을 근거  넥스트브릿지 ,World
   제로코로나 완화  멀어지나 사망자 속출에 우려 확산,World
 영상  우크라  러  포로   명 즉결처형  유엔  전쟁범죄 조사 착수  나우 어스 ,World
 기후총회       손실과 피해  누가 뭘 보상하나,World
 무역전쟁  재점화         인플레법 갈등 심화 조짐,World
  세 된 바이든  민주당 내에서 퇴진론 모락모락,World
미 의회보고서  향후 몇년간  함대는 노후화   은 역량 확대 ,World
최고령  대통령 바이든  백악관서 맞는 팔순,World
   폴란드에 패트리엇 전투기 지원 나토 회원국 방공망 강화,World
홍콩 행정수반 존리       복귀 직후 코로나 확진 여러 정상 접촉,World
뉴욕주 서부에      폭설 내려   개 카운티 비상사태 선포,World
  명문대 학생들 한밤 중 캠퍼스에서 기어다녀  무슨 일 ,World
   중러보다 뒤처진 극초음속 미사일 개발 서두른다,World
           트위터  해시태그 급속 확산 중인 이유,World
 투자의 신  워렌 버핏       주식   억달러치 매입,World
  코로나 봉쇄 경제 불황에  대만 유인책 도 빛 잃었다,World
유럽국들  중장기 가스 확보 경쟁 돌입  몇년간 가스부족 예상 ,World
 줌인  머스크의 트위터 성공 열쇠 쥔 애플 구글,World
  코로나 신규     명 총   만    명   반년 만에 이틀간  명 사망,World
